"Name","Phone","Website","Primary Email","Owner Name","Owner Role","Rating","Reviews","Intent","Lead Score","Website Quality","City","Niche"
"My Spa Rituals and Esthetics","+1 647-236-6814","http://www.mysparituals.com/","info@mysparituals.com [risky]","","","4.7","329","LOW","50","","Ajax, ON, CA","Med spa"
"Makingublush Organics","+1 416-320-6244","http://www.makingublush.ca/","impallari@gmail.com [risky]","","","4.7","329","LOW","50","","Ajax, ON, CA","Med spa"
"Angel Aesthetics & Spa","+1 905-231-2353","https://angelaesthetics.ca/","info@angelaesthetics.ca [risky]","very Experienced Medical","","4.9","308","LOW","50","","Ajax, ON, CA","Med spa"
"Aesthetics FC","","http://fcmedicalaesthetics.com/","info@fcmedicalaesthetics.com [risky]","","","5.0","9","MEDIUM","85","","Ajax, ON, CA","Med spa"
"Karisma Laser Medspa Inc","+1 647-975-3839","http://karismalaser.com/","","","","4.9","74","HIGH","75","","Ajax, ON, CA","Med spa"
"LaserLuxe Skin Clinic","","https://www.laserluxe.ca/","info@laserluxe.ca [risky]","","","","0","MEDIUM","85","","Ajax, ON, CA","Med spa"
"SM Aesthetics","+1 289-314-1993","http://www.salemmedicalaesthetics.com/","","","","4.4","24","HIGH","95","","Ajax, ON, CA","Med spa"
"The Facial Place","+1 905-831-9700","https://www.thefacialplace.com/","info@thefacialplace.com [risky]","partner","","5.0","31","MEDIUM","85","","Ajax, ON, CA","Med spa"
"Enduring Beauty","+1 905-626-3080","http://enduringbeauty.ca/","enduringbeautyclinic@gmail.com [risky]","is the proud","","4.9","38","MEDIUM","85","","Ajax, ON, CA","Med spa"
".","+1 905-213-6063","","","","","","0","HIGH","100","","Ajax, ON, CA","Med spa"
"HydraSkin Medi Spa","+1 647-241-4463","https://vagaro.com/dermalynskinclinic","","","","","0","HIGH","85","","Ajax, ON, CA","Med spa"
"MindBodyBeauty Aesthetics","+1 905-259-5677","https://www.theglowhaus.ca/","info@theglowhaus.ca [risky]","","","","0","MEDIUM","85","","Ajax, ON, CA","Med spa"
"Skin Glow Med Spa","+1 289-923-3803","","","","","5.0","15","HIGH","100","","Ajax, ON, CA","Med spa"
"DermaScience Medical Spa","+1 289-892-5511","http://www.modernbeautybar.ca/","","","","","0","HIGH","85","","Ajax, ON, CA","Med spa"
"Hand & Stone Massage and Facial Spa - Ajax","+1 905-239-2529","https://handandstone.ca/locations/ajax/","ajax@handandstone.ca [risky]","","","4.2","141","LOW","75","","Ajax, ON, CA","Med spa"
"Maison Blanc Day Spa","+1 289-276-8227","http://renewalmedaesthetics.com/","info@renewalmedaesthetics.com [risky]","","","","0","MEDIUM","85","","Ajax, ON, CA","Med spa"
"SAINTS Beauty Bar","+1 647-529-7014","http://saintsbeautybar.ca/","","","","5.0","81","HIGH","75","","Ajax, ON, CA","Med spa"
"Deeper than Skin","+1 416-300-0027","https://deeperthanskin.ca/","info@ndiscovered.com [risky]","MPH BSc CCPA","","5.0","31","MEDIUM","85","","Ajax, ON, CA","Med spa"
"Ellevate Wellness and Enhanced Aesthetics","+1 905-981-4569","http://www.eternalglowmed.as.me/","","","","","0","HIGH","85","","Ajax, ON, CA","Med spa"
"Radiance and Renew Medispa","+1 416-788-9276","","","","","","0","HIGH","100","","Ajax, ON, CA","Med spa"
"Mind Body Wellness & Massage Therapy","+1 289-314-4132","http://brockstreetbeautybar.com/","filler@godaddy.com [risky]","proud to be","","","0","MEDIUM","85","","Ajax, ON, CA","Med spa"
"Maviva Spa And Massage Therapy","+1 905-426-6606","https://www.mbwellnessandmassage.com/","info@mbwellnessandmassage.com [risky]","","","","0","MEDIUM","85","","Ajax, ON, CA","Med spa"
"Whole Body and Mind","+1 905-239-6966","","","","","","0","HIGH","100","","Ajax, ON, CA","Med spa"
"The Derm Clinic","+1 647-559-4585","https://thedermclinic.ca/","admin@thedermclinic.ca [risky]","","","","0","MEDIUM","85","","Ajax, ON, CA","Med spa"
"SkinCellutions Advanced Skincare & Med Spa","+1 905-442-3368","http://www.skincellutions.ca/","info@skincellutions.ca [risky]","","","4.9","136","LOW","65","","Ajax, ON, CA","Med spa"
"Fuzz Wax Bar Ajax","+1 905-239-3899","https://fuzzwaxbar.com/pages/fuzz-ajax","info@stagheaddesigns.com [risky]","Meet our","","5.0","177","LOW","55","","Ajax, ON, CA","Med spa"
"Earthtones + TrichoSpa","+1 905-686-3888","http://mayblossomspa.com/","","","","","0","HIGH","85","","Ajax, ON, CA","Med spa"
"Orchard Rehabilitation and Sports Therapy","+1 905-233-2208","","","","","","0","HIGH","100","","Ajax, ON, CA","Med spa"
