"Name","Phone","Website","Primary Email","Owner Name","Owner Role","Rating","Reviews","Intent","Lead Score","Website Quality","City","Niche"
"This Is Sundays - Medical Aesthetics Clinic | Downtown Halifax","+1 902-457-3267","https://vitalitymedispa.ca/","","","","","0","HIGH","85","","Dartmouth, NS, CA","Medical Spa"
"Brina Norman Spa","+1 902-802-4985","https://illumeskinandlaser.setmore.com/","illumeskinandlaserns@gmail.com [risky]","","","","0","MEDIUM","85","","Dartmouth, NS, CA","Medical Spa"
"Massage Experts - Dartmouth","+1 902-462-7117","http://www.massageexperts.ca/dartmouth","","","","4.9","385","MEDIUM","50","","Dartmouth, NS, CA","Medical Spa"
"YOLOve Beauty Hair Salon and Spa","+1 902-707-7717","https://yolovebeauty.ca/","info@yolovebeauty.ca [risky]","Yolanda
SALON","","","0","MEDIUM","85","","Dartmouth, NS, CA","Medical Spa"
"Bedford Skin Clinic","+1 902-876-8994","https://www.bedfordskinclinic.ca/","info@bedfordskinclinic.ca [risky]","founder","","","15","MEDIUM","85","","Dartmouth, NS, CA","Medical Spa"
"Club Red Aesthetics Inc.","+1 902-407-9455","https://www.sincerelyskinhfx.ca/","","TEAM
Michelle Carter","","","0","HIGH","85","","Dartmouth, NS, CA","Medical Spa"
"Gravity Beauty Lounge","+1 902-445-3304","https://www.dermaenvy.com/","halifax@dermaenvy.com [risky]","in Your Skin","","","0","MEDIUM","85","","Dartmouth, NS, CA","Medical Spa"
"Lindsay Heyland RMT - Dartmouth","+1 902-423-7919","https://shariefaesthetics.com/en/","info@shariefaesthetics.com [risky]","","","","0","MEDIUM","85","","Dartmouth, NS, CA","Medical Spa"
"Novelty Salon and Spa","+1 902-406-9402","http://www.noveltyns.com/","nsas.bookings@gmail.com [risky]","","","4.6","37","MEDIUM","85","","Dartmouth, NS, CA","Medical Spa"
"Colours Esthetics and Electrolysis","+1 902-464-9015","https://coloursdartmouth.com/","","","","5.0","52","HIGH","75","","Dartmouth, NS, CA","Medical Spa"
"The Highlander Spa Bedford","+1 902-469-2700","https://interlude.com/","","","","","0","HIGH","85","","Dartmouth, NS, CA","Medical Spa"
"Perfect Arch Salon","+1 902-706-3435","https://perfectarchsalon.com/","hi@typemade.mx [risky]","of Perfect Arch","","","0","MEDIUM","85","","Dartmouth, NS, CA","Medical Spa"
"Portland Street Spa","+1 902-435-5758","https://www.portlandstreetspa.com/","portlandstreetspa@gmail.com [risky]","","","","0","MEDIUM","85","","Dartmouth, NS, CA","Medical Spa"
