"Name","Phone","Website","Primary Email","Owner Name","Owner Role","Rating","Reviews","Intent","Lead Score","Website Quality","City","Niche"
"The Contour Room, Alliston's Signature Nurse-Led Medical Aesthetics Clinic","+1 705-440-7223","http://thecontourroom.ca/","","founder","","5.0","87","HIGH","75","","Alliston, ON, CA","med spa"
"even the skin","+1 905-717-1702","https://www.eventheskin.com/","","Leanne Robbins","","5.0","87","HIGH","75","","Alliston, ON, CA","med spa"
"Fresh & Smooth Face Aesthetics","+1 647-679-8133","","","","","","0","HIGH","100","","Alliston, ON, CA","med spa"
"Afterglow Skin Clinic","+1 705-220-4437","https://book.squareup.com/appointments/ccww7a9pv33vi6/location/LSX2MTP0KWB75/services","afterglowbyt@outlook.com [risky]","","","5.0","50","LOW","75","","Alliston, ON, CA","med spa"
"Deluxe Medispa - Laser Skin Clinic","+1 833-360-7546","http://www.deluxemedispa.ca/","info@deluxemedispa.ca [risky]","","","5.0","171","LOW","55","","Alliston, ON, CA","med spa"
"Glimmer Medical Aesthetics, Wellness & Beauty Bar","+1 705-890-9646","","","","","5.0","50","HIGH","95","","Alliston, ON, CA","med spa"
"Alliston Nails & Day Spa","+1 705-435-5559","","","","","","0","HIGH","100","","Alliston, ON, CA","med spa"
"GG ‘Med Spa","+1 416-543-7742","","","","","4.7","6","HIGH","100","","Alliston, ON, CA","med spa"
"Faces by Dr. Fatima","+1 613-869-3269","http://facesaesthetics.ca/","info@facesaesthetics.ca [risky]","","","5.0","50","LOW","75","","Alliston, ON, CA","med spa"
"Nature Beauty Spa","+351 911 724 625","https://www.facebook.com/NatureBeautySpa1","saraleitao2005@gmail.com [risky]","","","","0","MEDIUM","85","","Alliston, ON, CA","med spa"
"The Point Wellness Spa","+1 519-736-3836","http://thepointspa.ca/","","Our Services
Our","","4.5","19","HIGH","95","","Amherstburg, ON, CA","med spa"
"JEKT","+1 877-882-9642","https://www.jekt.ca/","hello@jekt.ca [risky]","Injections
Sclerotherapy
Medical","","4.9","56","LOW","75","","Amherstburg, ON, CA","med spa"
"Beauty Xpressions","+1 519-819-7199","http://www.beautyxpressions.org/","[INVALID] 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com","through our clinical","","5.0","1","MEDIUM","85","","Amherstburg, ON, CA","med spa"
"Pure Day Spa","+1 519-736-3131","https://www.puredayspa.ca/","","","","4.8","30","HIGH","85","","Amherstburg, ON, CA","med spa"
"Purple Vixen Beauty","+1 226-340-4011","http://www.purplevixenbeauty.com/","","","","5.0","2","HIGH","85","","Amherstburg, ON, CA","med spa"
"Laser It Salon &Medical Spa","+1 519-734-1565","http://www.laser-it.ca/","","","","4.8","37","HIGH","85","","Amherstburg, ON, CA","med spa"
"MM Beauty Bar Inc.","+1 519-978-9323","https://www.reverymed.com/","info@reverymed.com [risky]","an expert in","","","0","MEDIUM","85","","Amherstburg, ON, CA","med spa"
"LaSalle Medical Aesthetics","+1 226-347-1396","http://lasalleaesthetics.com/","maddie_np@lasalleaesthetics.com [risky]","","","5.0","34","MEDIUM","85","","Amherstburg, ON, CA","med spa"
"Rahma Beauty Boudoir","+1 519-991-7594","https://www.instagram.com/rahmabeautyboudoir/","","","","5.0","27","HIGH","85","","Amherstburg, ON, CA","med spa"
"Coral Medical Spa","+1 519-969-1554","https://coralspa.com/","","","","4.9","143","HIGH","65","","Amherstburg, ON, CA","med spa"
"Pure Massage Therapy","+1 519-713-9349","https://puremassagetherapy.ca/","april@puremassagetherapy.ca [risky]","","","4.5","19","MEDIUM","95","","Amherstburg, ON, CA","med spa"
"Clear Beauty Medical Aesthetics","+1 226-346-0089","https://www.clearbeautymedicalaesthetics.com/","[INVALID] 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com","","","4.8","196","LOW","55","","Amherstburg, ON, CA","med spa"
"Bloom Society","","http://www.bloomsociety.ca/","bloomsocietyaida@gmail.com [risky]","","","5.0","102","LOW","65","","Amherstburg, ON, CA","med spa"
"Gleam Beauty Clinic","+1 519-956-8844","https://www.albamedicalesthetics.com/","albamedicalesthetics@gmail.com [risky]","","","","0","MEDIUM","85","","Amherstburg, ON, CA","med spa"
"The Beauty Canvas - Laser & Medical Aesthetics","+1 226-777-6645","https://awakenspa.ca/","","","","","0","HIGH","85","","Amherstburg, ON, CA","med spa"
"Metanoia Health & Wellness","+1 519-916-0400","http://www.metanoiawindsor.com/","contact@metanoiawindsor.com [risky]","","","4.8","23","MEDIUM","85","","Amherstburg, ON, CA","med spa"
"Stellar Medical Spa","+1 226-782-1110","http://stellarmedicallaserspa.ca/","info@stellarmedicallaserspa.ca [risky]","","","5.0","12","MEDIUM","85","","Amherstburg, ON, CA","med spa"
"Micha's Medical Spa","+1 519-733-3933","https://www.michasmedicalspa.ca/","info@michasmedicalspa.ca [risky]","","","5.0","62","LOW","75","","Amherstburg, ON, CA","med spa"
"Revitalize Medical Laser Centre","+1 519-915-4514","https://batthetop.com/","info@batthetop.com [risky]","","","","0","MEDIUM","85","","Amherstburg, ON, CA","med spa"
"Aurora Medical Aesthetics","+1 519-495-8411","","","","","4.9","157","HIGH","75","","Amherstburg, ON, CA","med spa"
"Body & Co.","+1 519-613-4455","","","","","","0","HIGH","100","","Amherstburg, ON, CA","med spa"
"SKinov8ive Medical Esthetics Inc","+1 519-966-7200","http://www.skinov8ive.com/","","former business","","4.6","45","HIGH","85","","Amherstburg, ON, CA","med spa"
"Moonstone Med Spa","+1 705-330-1802","https://msha.ke/moonstonemedspa","info@moonstonemedspa.com [risky]","","","4.8","71","LOW","75","","Amigo Beach, ON, CA","med spa"
"Face First Medical Aesthetics and Wellness","+1 705-418-2903","http://www.facefirstinjectables.com/","info@facefirstinjectables.com [risky]","","","4.9","50","LOW","75","","Amigo Beach, ON, CA","med spa"
"Anti Aging Clinic - Orillia Med Spa & Medical Aesthetics","+1 705-325-6265","https://antiagingclinic.biz/","info@agegoregously.ca [risky]","and medical aesthetician","","","0","MEDIUM","85","","Amigo Beach, ON, CA","med spa"
"Monaco Rejuvenation Medical Spa","+1 905-920-0019","http://www.monacospa.ca/","info@monacospa.ca [risky]","As your trusted","","4.9","300","LOW","50","","Ancaster, ON, CA","med spa"
"The Spa on Wilson","+1 905-304-3555","http://www.thespaonwilson.com/","info@thespaonwilson.com [risky]","","","4.3","222","LOW","65","","Ancaster, ON, CA","med spa"
"Ancaster Rejuvenate Cosmetic Clinic & Spa","+1 289-239-9200","https://www.rejuvenatespaclinics.com/","","","","4.2","5","HIGH","95","","Ancaster, ON, CA","med spa"
"The Spa at Ancaster","+1 905-648-1443","https://www.ancasterspa.com/","info@ancasterspa.com [risky]","","","4.7","195","LOW","55","","Ancaster, ON, CA","med spa"
"Ancaster Laser Medispa","+1 905-648-0546","http://www.ancasterlaser.ca/","[INVALID] info@ancasterlaser.ca","","","4.9","56","LOW","75","","Ancaster, ON, CA","med spa"
"Speakeasy Wellness","+1 905-516-1391","https://speakeasymedspa.com/","speakeasymedspa@gmail.com [risky]","MIMA and her","","4.5","96","MEDIUM","85","","Ancaster, ON, CA","med spa"
"Bella Vita Injectables","+1 905-317-2487","https://www.bellavitainjectables.com/","[INVALID] 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com","Nurse Injector Meg","","4.9","56","LOW","75","","Ancaster, ON, CA","med spa"
"A&A Medical Aesthetics","+1 289-400-0205","https://aamedicalaesthetics.ca/","info@aamedicalaesthetics.ca [risky]","","","4.9","56","LOW","75","","Ancaster, ON, CA","med spa"
"Kontur Medical Aesthetics - Hamilton","+1 905-572-0152","https://konturmedicalaesthetics.com/","info@konturmedicalaesthetics.com [risky]","As the","","4.9","127","LOW","65","","Ancaster, ON, CA","med spa"
"Dermapure Ancaster (Formerly Ancaster Dermatology)","+1 905-928-3549","https://www.fresha.com/a/soma-wellness-studio-previously-metaform-ancaster-hamilton-774-upper-horning-road-tl7zc6vw","","","","4.9","723","MEDIUM","50","","Ancaster, ON, CA","med spa"
"Esthetic Retreat Beauty Spa & Nails","+1 289-443-9543","https://ancasterbeauty.com/","info@ancasterbeauty.com [risky]","Medical","","","0","MEDIUM","85","","Ancaster, ON, CA","med spa"
"Monaco Medical Aesthetics","+1 289-260-9775","http://sauna-dundas.club/","saunadundas@gmail.com [risky]","","","","0","MEDIUM","85","","Ancaster, ON, CA","med spa"
"Virdi Artistry / VALUNA Skin Lounge","+1 647-272-5214","https://valunaskinlounge.janeapp.com/","","","","5.0","84","HIGH","75","","Ancaster, ON, CA","med spa"
"D2 MedSpa","+1 905-648-1280","https://www.d2medspa.ca/","info@d2medspa.com [risky]","injectors and medical","","4.8","539","LOW","50","","Ancaster, ON, CA","med spa"
"Rejuvenate cosmetic clinic and spa","+1 519-304-8556","https://rejuvenatespaclinics.com/","","","","4.9","127","HIGH","65","","Ancaster, ON, CA","med spa"
"Forever Beauty Injectables","+1 905-327-2478","","","","","","0","HIGH","100","","Ancaster, ON, CA","med spa"
"Everwood Wellness Retreat & Spa","+1 905-627-7381","http://everwoodwellness.ca/","","","","5.0","93","HIGH","75","","Ancaster, ON, CA","med spa"
"Joie Day Spa | Laser Hair Removal | Skin Rejuvenation | Hamilton","+1 289-426-2692","https://joiedayspa.ca/","","email the site","","4.9","121","HIGH","65","","Ancaster, ON, CA","med spa"
"Dr. Sharine Caron - Cosmetic Practice","+1 905-870-2618","","","","","4.9","56","HIGH","95","","Ancaster, ON, CA","med spa"
"Bosa Medical","+1 905-912-2672","https://bosa-medical.square.site/?fbclid=PAAaZvmVsvLnCtSThGLNUfQ_XeMNiRJf7ptjA1_61ayKkoXjspOe8H_b6aRtI","hi@mystore.com [risky]","","","5.0","66","LOW","75","","Ancaster, ON, CA","med spa"
"ICONIC MEDSPA","+1 647-985-1710","","","","","","0","HIGH","100","","Ancaster, ON, CA","med spa"
"Solange Medical Aesthetics","+1 289-244-8492","https://www.solangemedicalaesthetics.ca/?utm_campaign=gmb","","","","5.0","179","MEDIUM","55","","Ancaster, ON, CA","med spa"
"Daybreak Wellness Spa and Teeth Whitening. Medical Spa and Aesthetics. Skin Care.","+1 905-379-4344","http://www.ddgmedspa.com/","","","","","0","HIGH","85","","Ancaster, ON, CA","med spa"
"Dari Personal Aesthetic and Wellness Spa","+1 905-979-7728","","","","","4.9","121","HIGH","85","","Ancaster, ON, CA","med spa"
"Bare ur Beauty Medical Spa Inc","+1 519-861-2273","http://www.bareurbeauty.com/","info@bareurbeauty.com [risky]","MORE ON RMT","","4.9","127","LOW","65","","Ancaster, ON, CA","med spa"
"Rejuvenate Esthetics & Laser Skin Care Studio","+1 905-304-3479","","","","","4.9","56","HIGH","95","","Ancaster, ON, CA","med spa"
"Ashe Day Spa","+1 705-516-0406","https://www.ashedayspa.ca/","","","","4.2","24","HIGH","95","","Angus, ON, CA","med spa"
"SpaWithCare","+1 647-889-4899","https://www.spawithcare.com/","","","","4.9","61","HIGH","75","","Angus, ON, CA","med spa"
"W Wellness Day Spa","+1 705-424-0440","http://www.wwellness.ca/","info@wwellness.ca [risky]","","","4.9","61","LOW","75","","Angus, ON, CA","med spa"
"Radha's Day Spa","","https://radhasdayspa.com/","[INVALID] contact@sansoxygen.com","","","5.0","35","MEDIUM","85","","Angus, ON, CA","med spa"
"Indie Glow Rx","+1 705-241-0426","http://indieglowrx.janeapp.com/","","","","4.7","35","HIGH","85","","Angus, ON, CA","med spa"
"Red Door Beauty Bar","+1 705-770-8873","http://www.reddoorbeautybar.ca/","christine@reddoorbeautybar.ca [risky]","","","4.9","61","LOW","75","","Angus, ON, CA","med spa"
"BEYOND INJECTIONS AESTHETICS CENTRE","+1 705-305-1949","","","","","5.0","28","HIGH","100","","Angus, ON, CA","med spa"
"Majestic Spa","+1 705-424-4890","","","","","4.9","61","HIGH","95","","Angus, ON, CA","med spa"
"The Beauty Lounge Hair & Spa","+1 705-424-3778","http://thebeautyloungeangus.ca/","www.angusspagirls@hotmail.com [risky]","","","4.6","93","LOW","75","","Angus, ON, CA","med spa"
"Remedial Aesthetics","+1 705-903-8696","https://www.remedialaesthetics.com/","remedialaesthetics@gmail.com [risky]","and Licensed Aesthetician","","","0","MEDIUM","85","","Angus, ON, CA","med spa"
"Aesthetic Bliss Skin Studio","+1 289-839-5040","https://www.vagaro.com/aestheticbliss/","","Vagaro Cares
Updates","","","0","HIGH","85","","Angus, ON, CA","med spa"
